School Code,Name,City,State,Submitted,Complete
3.01152E+11,FRENCHTOWN HIGH SCHOOL,FRENCHTOWN,MT,75,74
3.01158E+11,FROID HIGH SCHOOL,FROID,MT,5,5
3.01165E+11,FROMBERG HIGH SCHOOL,FROMBERG,MT,6,6
3.00459E+11,GALLATIN HIGH SCHOOL,BOZEMAN,MT,122,116
3.01185E+11,GARDINER HIGH SCHOOL,GARDINER,MT,7,7
3.01188E+11,GARFIELD CO DIST HS,JORDAN,MT,8,7
3.01542E+11,GLACIER HIGH SCHOOL,KALISPELL,MT,167,164
3.01242E+11,GLASGOW HIGH SCHOOL,GLASGOW,MT,35,32
3.01284E+11,GRANITE HIGH SCHOOL,PHILIPSBURG,MT,12,11
A0105826,GREAT FALLS CENTRAL CATHOLIC HIGH SCHOOL,GREAT FALLS,MT,19,19
3.01305E+11,GREAT FALLS HIGH SCHOOL,GREAT FALLS,MT,136,124
3.01326E+11,HAMILTON HIGH SCHOOL,HAMILTON,MT,68,66
3.01334E+11,HARDIN HIGH SCHOOL,HARDIN,MT,68,66
3.0134E+11,HARLEM HIGH SCHOOL,HARLEM,MT,28,27
3.01347E+11,HARLOWTON HIGH SCHOOL,HARLOWTON,MT,8,7
3.01359E+11,HAVRE HIGH SCHOOL,HAVRE,MT,67,62
3.01366E+11,HAYS-LODGE POLE HIGH SCH,HAYS,MT,7,7
3.0001E+11,HEART BUTTE HIGH SCHOOL,HEART BUTTE,MT,10,8
A0502168,HELENA CHRISTIAN SCHOOL,EAST HELENA,MT,9,9
3.01383E+11,HELENA HIGH SCHOOL,HELENA,MT,204,195
3.01854E+11,HELLGATE HIGH SCHOOL,MISSOULA,MT,160,157
792151,HERITAGE CHRISTIAN SCHOOL,BOZEMAN,MT,5,5
3.01437E+11,HINSDALE HIGH SCHOOL,HINSDALE,MT,,
3.01443E+11,HOBSON HIGH SCHOOL,HOBSON,MT,8,7
3.01464E+11,HOT SPRINGS HIGH SCHOOL,HOT SPRINGS,MT,6,6
3.0147E+11,HUNTLEY PROJECT HIGH SCHL,WORDEN,MT,29,29
3.01512E+11,JEFFERSON HIGH SCHOOL,BOULDER,MT,38,38
3.01526E+11,JOLIET HIGH SCHOOL,JOLIET,MT,22,22
3.01602E+11,LAMBERT HIGH SCHOOL,LAMBERT,MT,5,5
3.0001E+11,LAME DEER HIGH SCHOOL,LAME DEER,MT,16,15
3.01623E+11,LAUREL HIGH SCHOOL,LAUREL,MT,70,69
3.01653E+11,LIBBY HIGH SCHOOL,LIBBY,MT,30,30
3.01671E+11,LIMA HIGH SCHOOL,LIMA,MT,,
3.01677E+11,LINCOLN CO HIGH SCHOOL,EUREKA,MT,19,17
3015450F0003,LINDERMAN EDUCATION CENTER,KALISPELL,MT,6,6
3.01704E+11,LODGE GRASS HIGH SCHOOL,LODGE GRASS,MT,21,20
3.00065E+11,LONE PEAK HIGH SCHOOL,GALLATIN GATEWAY,MT,10,8
791704,LOYOLA SACRED HEART HIGH SCHOOL,MISSOULA,MT,22,22
3.01758E+11,MALTA HIGH SCHOOL,MALTA,MT,20,20
791828,MANHATTAN CHRISTIAN SCHOOL,MANHATTAN,MT,12,12
3.01764E+11,MANHATTAN H S,MANHATTAN,MT,40,38
3.01817E+11,MEDICINE LAKE HIGH SCHOOL,MEDICINE LAKE,MT,6,6
3.01827E+11,MELSTONE HIGH SCHOOL,MELSTONE,MT,5,5
A0304088,MONTANA ACADEMY,MARION,MT,7,7
792264,MOUNT ELLIS ACADEMY,BOZEMAN,MT,9,9
3.01917E+11,NASHUA HIGH SCHOOL,NASHUA,MT,,
3.0001E+11,NORTH STAR HIGH SCHOOL,RUDYARD,MT,8,8
3.0195E+11,NOXON HIGH SCHOOL,NOXON,MT,7,7
3013050F0002,PARIS GIBSON EDUCATION CENTER,GREAT FALLS,MT,10,9
3.02007E+11,PARK CITY HIGH SCHOOL,PARK CITY,MT,15,15
3.0201E+11,PARK HIGH SCHOOL,LIVINGSTON,MT,59,58
A9702154,PETRA ACADEMY,BOZEMAN,MT,7,7
3.02085E+11,PLAINS HIGH SCHOOL,PLAINS,MT,15,15
3.01336E+11,PLENTY COUPS HIGH SCHOOL,PRYOR,MT,7,6
3.02096E+11,PLENTYWOOD HIGH SCHOOL,PLENTYWOOD,MT,20,19
3.021E+11,PLEVNA HIGH SCHOOL,PLEVNA,MT,,
3.02109E+11,POLSON HIGH SCHOOL,POLSON,MT,68,66
3.02127E+11,POPLAR HIGH SCHOOL,POPLAR,MT,22,22
3.00486E+11,POWDER RIVER CO DIST HIGH,BROADUS,MT,11,10
3.02145E+11,POWELL COUNTY HIGH SCHOOL,DEER LODGE,MT,21,20
3.02154E+11,POWER HIGH SCHOOL,POWER,MT,5,5
3.02211E+11,RED LODGE HIGH SCHOOL,RED LODGE,MT,38,34
3.02241E+11,RICHEY HIGH SCHOOL,RICHEY,MT,,
3.02271E+11,ROBERTS HIGH SCHOOL,ROBERTS,MT,7,7
3.02891E+11,ROCKY BOY HIGH SCHOOL,BOX ELDER,MT,21,19
3.0228E+11,RONAN HIGH SCHOOL,RONAN,MT,51,48
3.02307E+11,ROUNDUP H S,ROUNDUP,MT,22,21
3.0234E+11,SACO HIGH SCHOOL,SACO,MT,,
3.02355E+11,SAVAGE HIGH SCHOOL,SAVAGE,MT,,
3.02367E+11,SCOBEY HIGH SCHOOL,SCOBEY,MT,22,21
3.01854E+11,SEELEY-SWAN HIGH SCHOOL,SEELEY LAKE,MT,17,17
3.01854E+11,SENTINEL HIGH SCHOOL,MISSOULA,MT,155,149
3.02391E+11,SHELBY HIGH SCHOOL,SHELBY,MT,15,14
3.02397E+11,SHEPHERD HIGH SCHOOL,SHEPHERD,MT,35,32
3.02418E+11,SHERIDAN HIGH SCHOOL,SHERIDAN,MT,10,9
3.00093E+11,SHIELDS VALLEY HIGH SCHL,CLYDE PARK,MT,10,9
3.02423E+11,SIDNEY HIGH SCHOOL,SIDNEY,MT,47,46
3.02433E+11,SIMMS HIGH SCHOOL,SIMMS,MT,7,7
3.0039E+11,SKYVIEW HIGH SCHOOL,BILLINGS,MT,195,187
A9702159,ST ANDREW SCHOOL,HELENA,MT,5,5
3.00611E+11,ST IGNATIUS HIGH SCHOOL,ST IGNATIUS,MT,19,18
2161656,ST LABRE INDIAN CATHOLIC SCHOOL,ASHLAND,MT,20,20
3.02493E+11,ST REGIS HIGH SCHOOL,ST REGIS,MT,8,8
3.02499E+11,STANFORD HIGH SCHOOL,STANFORD,MT,,
3.02505E+11,STEVENSVILLE HIGH SCHOOL,STEVENSVILLE,MT,48,47
2041872,STILLWATER CHRISTIAN SCHOOL,KALISPELL,MT,15,15
3.02532E+11,SUNBURST HIGH SCHOOL,SUNBURST,MT,5,5
3.02547E+11,SUPERIOR HIGH SCHOOL,SUPERIOR,MT,14,13
3.02556E+11,SWEET GRASS CO HIGH SCHL,BIG TIMBER,MT,27,27
3.0261E+11,THOMPSON FALLS HIGH SCHL,THOMPSON FALLS,MT,20,20
3.02619E+11,THREE FORKS HIGH SCHOOL,THREE FORKS,MT,37,36
3.02658E+11,TROY HIGH SCHOOL,TROY,MT,12,12
A0701451,TURNING WINDS ACADEMIC INSTITUTE,TROY,MT,,
3.02673E+11,TWIN BRIDGES HIGH SCHOOL,TWIN BRIDGES,MT,9,8
5.90018E+11,TWO EAGLE RIVER SCHOOL,PABLO,MT,13,6
3.02709E+11,VALIER HIGH SCHOOL,VALIER,MT,6,5
2042016,VALLEY CHRISTIAN SCHOOL,MISSOULA,MT,11,10
3.02727E+11,VICTOR HIGH SCHOOL,VICTOR,MT,11,10
3.02763E+11,WEST YELLOWSTONE HS,WEST YELLOWSTONE,MT,13,13
3.02877E+11,WHITE SULPHUR SPRINGS HS,WHITE SULPHUR SPRINGS,MT,11,10
3.02779E+11,WHITEFISH HIGH SCHOOL,WHITEFISH,MT,79,78
3.02784E+11,WHITEHALL HIGH SCHOOL,WHITEHALL,MT,5,5
3.02802E+11,WIBAUX HIGH SCHOOL,WIBAUX,MT,5,5
3.02838E+11,WINIFRED HIGH SCHOOL,WINIFRED,MT,5,
3.02847E+11,WINNETT HIGH SCHOOL,WINNETT,MT,5,5
3.02862E+11,WOLF POINT HIGH SCHOOL,WOLF POINT,MT,29,27
3.70243E+11,A L BROWN HIGH,KANNAPOLIS,NC,228,215
3.70003E+11,ABSS EARLY COLLEGE AT ACC,GRAHAM,NC,29,29
3.70192E+11,ACADEMY AT SMITH,GREENSBORO,NC,27,21
3.70465E+11,ADVANCE ACADEMY,HENDERSON,NC,10,8
3.70231E+11,AGRICULTURE AND SCIENCE EARLY COLLEGE,OLIN,NC,25,25
1914771,AHOSKIE CHRISTIAN SCHOOL,AHOSKIE,NC,6,5
1012999,ALAMANCE CHRISTIAN SCHOOL,GRAHAM,NC,10,10
3.70003E+11,ALAMANCE VIRTUAL SCHOOL,BURLINGTON,NC,8,8
3.70432E+11,ALBEMARLE HIGH,ALBEMARLE,NC,40,36
1012988,ALBEMARLE SCHOOL,ELIZABETH CITY,NC,7,6
3.70009E+11,ALEXANDER CENTRAL HIGH,TAYLORSVILLE,NC,150,143
3.70009E+11,ALEXANDER EARLY COLLEGE,TAYLORSVILLE,NC,31,29
3.70001E+11,ALGER B. WILKINS HIGH SCHOOL,FAYETTEVILLE,NC,39,31
3.70012E+11,ALLEGHANY HIGH,SPARTA,NC,59,53
3.7001E+11,ALPHA ACADEMY,FAYETTEVILLE,NC,5,5
3.70078E+11,ANDREWS HIGH,ANDREWS,NC,27,25
3.70018E+11,ANSON CO. EARLY COLLEGE HIGH,POLKTON,NC,23,23
3.70018E+11,ANSON HIGH SCHOOL,WADESBORO,NC,70,59
A0902457,ANTIOCH CHRISTIAN ACADEMY,LUMBERTON,NC,5,
3.70472E+11,APEX FRIENDSHIP HIGH,APEX,NC,516,507
3.70472E+11,APEX HIGH,APEX,NC,377,371
3.70044E+11,APPRENTICE ACADEMY,MONROE,NC,18,15
3.70004E+11,ARAPAHOE CHARTER SCHOOL,ARAPAHOE,NC,10,10
A0701741,ARBORBROOK CHRISTIAN ACADEMY,MATTHEWS,NC,9,9
3.70297E+11,ARDREY KELL HIGH,CHARLOTTE,NC,563,548
1011496,ARENDELL PARROTT ACADEMY,KINSTON,NC,27,26
3.70162E+11,ASHBROOK HIGH,GASTONIA,NC,135,123
3.70021E+11,ASHE COUNTY EARLY COLLEGE HIGH,WEST JEFFERSON,NC,14,13
3.70021E+11,ASHE COUNTY HIGH,WEST JEFFERSON,NC,92,89
3.70024E+11,ASHEBORO HIGH,ASHEBORO,NC,169,159
1011576,ASHEVILLE CHRISTIAN ACADEMY,SWANNANOA,NC,36,35
3.70027E+11,ASHEVILLE HIGH,ASHEVILLE,NC,170,164
A0302351,ASHEVILLE SCHOOL,ASHEVILLE,NC,26,26
3.70472E+11,ATHENS DRIVE HIGH,RALEIGH,NC,318,303
3.7015E+11,ATKINS ACADEMIC & TECH HIGH,WINSTON-SALEM,NC,219,217
3.7003E+11,AVERY COUNTY HIGH,NEWLAND,NC,84,80
3.70001E+11,AYDEN-GRIFTON HIGH,AYDEN,NC,81,77
3.70033E+11,B C ED TECH CENTER,CHOCOWINITY,NC,6,6
3.70069E+11,BANDYS HIGH,CATAWBA,NC,95,90
3.70066E+11,BARTLETT YANCEY HIGH,YANCEYVILLE,NC,84,72
3.70032E+11,BEAR GRASS CHARTER SCHOOL,WILLIAMSTON,NC,38,37
3.70033E+11,BEAUFORT CO EARLY COLLEGE HIGH,WASHINGTON,NC,23,22
3.70502E+11,BEDDINGFIELD HIGH,WILSON,NC,97,92
3.70192E+11,BEN L. SMITH HIGH SCHOOL,GREENSBORO,NC,150,130
1012911,BEREAN BAPTIST ACADEMY,FAYETTEVILLE,NC,15,15
3.70036E+11,BERTIE EARLY COLLEGE HIGH,WINDSOR,NC,27,26
3.70036E+11,BERTIE HIGH,WINDSOR,NC,41,39
3.70162E+11,BESSEMER CITY HIGH,BESSEMER CITY,NC,47,43
3.70011E+11,BETHANY COMMUNITY  SCHOOL,SUMMERFIELD,NC,23,22
1614585,BETHEL ASSEMBLY CHRISTIAN ACADEMY,WINDSOR,NC,8,8
A0302354,BETHEL CHRISTIAN ACADEMY,KINSTON,NC,17,16
1010619,BISHOP MC GUINNESS HIGH SCHOOL,KERNERSVILLE,NC,68,67
3.70039E+11,BLADEN EARLY COLLEGE,DUBLIN,NC,18,13
3.70234E+11,BLUE RIDGE EARLY COLLEGE,CASHIERS,NC,6,5
A1101754,BRADFORD ACADEMY,MEBANE,NC,8,8
3.70036E+11,BRADFORD PREPARATORY SCHOOL,CHARLOTTE,NC,72,70
3.70453E+11,BREVARD HIGH,BREVARD,NC,114,108
A0108131,BRITTAIN ACADEMY,THOMASVILLE,NC,82,66
3.70042E+11,BRUNSWICK COUNTY EARLY COLLEGE,BOLIVIA,NC,49,49
3.70045E+11,BUNCOMBE COUNTY SCHOOLS VIRTUAL ACADEMY,ASHEVILLE,NC,8,8
3.70069E+11,BUNKER HILL HIGH,CLAREMONT,NC,109,101
3.70153E+11,BUNN HIGH,BUNN,NC,102,98
3.70048E+11,BURKE MIDDLE COLLEGE,MORGANTON,NC,43,41
1914556,BURLINGTON CHRISTIAN ACADEMY,BURLINGTON,NC,29,28
3.7009E+11,BURNS HIGH,LAWNDALE,NC,112,107
3.70297E+11,BUTLER HIGH,MATTHEWS,NC,292,282
3.70126E+11,C E JORDAN HIGH,DURHAM,NC,244,232
3.70035E+11,CABARRUS CHARTER ACADEMY,CONCORD,NC,23,19
3.70053E+11,CABARRUS COUNTY SCHOOLS VIRTUAL ACADEMY,CONCORD,NC,7,7
3.70053E+11,CABARRUS EARLY COLLEGE OF TECHNOLOGY,CONCORD,NC,37,36
3.70053E+11,CABARRUS-KANNAPOLIS EARLY COLL,CONCORD,NC,33,33
A9702540,CALDWELL ACADEMY,GREENSBORO,NC,39,39
3.70058E+11,CALDWELL APPLIED SCIENCES ACADEMY,HUDSON,NC,27,25
3.70058E+11,CALDWELL EARLY COLLEGE,HUDSON,NC,60,57
1012831,CALVARY BAPTIST DAY SCHOOL,WINSTON-SALEM,NC,33,33
A9103949,CALVARY CHRISTIAN SCHOOL,KING,NC,5,5
3.7006E+11,CAMDEN COUNTY HIGH,CAMDEN,NC,68,68
3.7006E+11,CAMDEN EARLY COLLEGE HIGH,CAMDEN,NC,17,17
2162296,CAMELOT ACADEMY,DURHAM,NC,10,10
1012842,CANNON SCHOOL,CONCORD,NC,65,63
1011463,CAPE FEAR ACADEMY,WILMINGTON,NC,35,34
1012795,CAPE FEAR CHRISTIAN ACADEMY,ERWIN,NC,21,20
37FN00488,CAPE FEAR CMTY COLLEGE,WILMINGTON,NC,7,6
3.70001E+11,CAPE FEAR HIGH,FAYETTEVILLE,NC,175,163
3.70111E+11,CAPE HATTERAS SECONDARY SCHOOL,BUXTON,NC,24,21
1010368,CARDINAL GIBBONS HIGH SCHOOL,RALEIGH,NC,262,256
3.70231E+11,CAREER ACADEMY AND TECHNICAL SCHOOL,TROUTMAN,NC,11,11
3.70333E+11,CAREER READINESS ACADEMY AT MOSLEY PLC,WILMINGTON,NC,8,8
K9500370,CARMEL CHRISTIAN SCHOOL,MATTHEWS,NC,68,67
A0108159,CAROLINA CHRISTIAN SCHOOL,LOCUST,NC,7,7
1011678,CAROLINA DAY SCHOOL,ASHEVILLE,NC,26,25
1010903,CAROLINA FRIENDS SCHOOL,DURHAM,NC,28,28
3.70013E+11,CAROLINA INTERNATIONAL SCHOOL,HARRISBURG,NC,28,28
3.70072E+11,CARRBORO HIGH,CARRBORO,NC,126,120
3.70405E+11,CARSON HIGH,CHINA GROVE,NC,137,127
3.70003E+11,CARTER G. WOODSON SCHOOL,WINSTON-SALEM,NC,12,9
3.7015E+11,CARVER HIGH,WINSTON-SALEM,NC,56,46
A9903317,CARY ACADEMY,CARY,NC,55,54
A9702544,CARY CHRISTIAN SCHOOL,CARY,NC,40,38
3.70472E+11,CARY HIGH,CARY,NC,331,321
3.70297E+11,CATO MIDDLE COLLEGE HIGH,CHARLOTTE,NC,42,40
3.70096E+11,CCCA - FAIR BLUFF /SOUTHEASTERN CAMPUSES,WHITEVILLE,NC,27,24
3.70348E+11,CEDAR RIDGE HIGH,HILLSBOROUGH,NC,158,146
3.70462E+11,CENTRAL ACADEMY OF TECHNOLOGY AND ARTS,MONROE,NC,170,166
3.70053E+11,CENTRAL CABARRUS HIGH,CONCORD,NC,185,172
3.70114E+11,CENTRAL DAVIDSON HIGH,LEXINGTON,NC,110,103
3.70204E+11,CENTRAL HAYWOOD HIGH,CLYDE,NC,6,6
3.70041E+11,CENTRAL WAKE HIGH SCHOOL,RALEIGH,NC,18,15
1914578,CFA ACADEMY,CONCORD,NC,31,30
3.70069E+11,CHALLENGER EARLY COLLEGE HIGH,HICKORY,NC,60,57
A9103953,CHAMPION EDUCATIONAL CENTER,BEULAVILLE,NC,,
3.70072E+11,CHAPEL HILL HIGH,CHAPEL HILL,NC,241,232
3.70297E+11,CHAR ENG EARLY COLLEGE-UNCC,CHARLOTTE,NC,42,41
3.70488E+11,CHARLES B AYCOCK HIGH,PIKEVILLE,NC,153,145
1010823,CHARLOTTE CATHOLIC HIGH SCHOOL,CHARLOTTE,NC,194,188
1011634,CHARLOTTE CHRISTIAN SCHOOL,CHARLOTTE,NC,62,58
1011714,CHARLOTTE COUNTRY DAY SCHOOL,CHARLOTTE,NC,65,64
A0740107,CHARLOTTE ISLAMIC ACADEMY,CHARLOTTE,NC,8,8
1011179,CHARLOTTE LATIN SCHOOL,CHARLOTTE,NC,63,63
A1903284,CHARLOTTE LEADERSHIP ACADEMY,CHARLOTTE,NC,,
3702970F0002,CHARLOTTE MECKLENBURG VIRTUAL HIGH SCHOOL,CHARLOTTE,NC,38,35
3.70014E+11,CHARLOTTE SECONDARY,CHARLOTTE,NC,18,14
3.70297E+11,CHARLOTTE TEACHER EARLY COLLEGE,CHARLOTTE,NC,19,19
3.70297E+11,CHAR-MECK VIRTUAL HIGH SCHOOL,CHARLOTTE,NC,37,34
3.70408E+11,CHASE HIGH SCHOOL,FOREST CITY,NC,85,82
3.70075E+11,CHATHAM CENTRAL HIGH,BEAR CREEK,NC,61,58
3.70002E+11,CHATHAM CHARTER,SILER CITY,NC,37,35
3.70075E+11,CHATHAM SCHOOL OF SCIENCE & ENGINEERING,SILER CITY,NC,15,15
5.9001E+11,CHEROKEE CENTRAL HIGH SCHOOL,CHEROKEE,NC,38,35
3.70162E+11,CHERRYVILLE HIGH,CHERRYVILLE,NC,57,53
A0108164,CHRIST COVENANT SCHOOL,WINTERVILLE,NC,6,6
A0502624,CHRIST SCHOOL,ARDEN,NC,36,34
A1101761,CHRIST THE CORNERSTONE ACADEMY,LAURINBURG,NC,8,8
A1302158,CHRIST THE KING CATHOLIC HIGH SCHOOL,HUNTERSVILLE,NC,67,67
A0502625,CHRISTIAN FAMILY ACADEMY,HICKORY,NC,13,13
3.70126E+11,CITY OF MEDICINE ACADEMY,DURHAM,NC,52,49
3.70237E+11,CLAYTON HIGH,CLAYTON,NC,320,305
3.7009E+11,CLEVELAND ECHS,SHELBY,NC,21,21
3.70237E+11,CLEVELAND HIGH,CLAYTON,NC,289,278
3.7009E+11,CLEVELAND INNOVATION,SHELBY,NC,7,6
3.70093E+11,CLINTON HIGH,CLINTON,NC,128,122
3.70012E+11,CLOVER GARDEN,BURLINGTON,NC,23,23
A0902478,COASTAL CHRISTIAN HIGH SCHOOL,WILMINGTON,NC,54,51
3.70297E+11,COCHRANE COLLEGIATE ACADEMY,CHARLOTTE,NC,38,37
3.70231E+11,COLLABORATIVE COLLEGE FOR TECHNOLOGY,STATESVILLE,NC,31,29
3.70033E+11,COLLEGE PREP AND LEADERSHIP ACADEMY,JAMESTOWN,NC,7,7
3.70459E+11,COLUMBIA HIGH,COLUMBIA,NC,25,23
1914636,COLUMBUS CHRISTIAN ACADEMY,WHITEVILLE,NC,,
A1903290,COMBINE ACADEMY,LINCOLNTON,NC,11,11
3.70038E+11,COMMONWEALTH HIGH,CHARLOTTE,NC,17,15
A0302373,COMMUNITY BAPTIST SCHOOL,REIDSVILLE,NC,6,6
37FN00034,COMMUNITY CHRISTIAN ACADEMY,BESSEMER CITY,NC,7,7
A0108168,COMMUNITY CHRISTIAN SCHOOL,WILSON,NC,15,15
3.70045E+11,COMMUNITY HIGH SCHOOL,SWANNANOA,NC,8,5
3.70014E+11,COMMUNITY SCHOOL OF DAVIDSON,DAVIDSON,NC,92,90
3.70053E+11,CONCORD HIGH,CONCORD,NC,152,136
3.70237E+11,CORINTH HOLDERS HIGH,WENDELL,NC,307,286
3.70033E+11,CORNERSTONE CHARTER ACADEMY-CFA,GREENSBORO,NC,58,56
A9702611,CORNERSTONE CHRISTIAN ACADEMY,STATESVILLE,NC,,
3.70033E+11,CORVIAN COMMUNITY SCHOOL,CHARLOTTE,NC,61,61
A9903330,COVENANT CLASSICAL SCHOOL,CONCORD,NC,8,8
A9103964,COVENANT DAY SCHOOL,MATTHEWS,NC,55,55
3.70053E+11,COX MILL HIGH SCHOOL,CONCORD,NC,337,331
1614621,CRAMERTON CHRISTIAN ACADEMY,CRAMERTON,NC,17,16
3.70331E+11,CRAVEN EARLY COLLEGE HIGH,NEW BERN,NC,26,24
1012718,CRESSET CHRISTIAN ACADEMY,DURHAM,NC,8,8
3.7009E+11,CREST HIGH,SHELBY,NC,144,137
3.70063E+11,CROATAN HIGH,NEWPORT,NC,130,124
3.70001E+11,CROSS CREEK EARLY COLLEGE,FAYETTEVILLE,NC,49,49
3.70231E+11,CROSSROADS ARTS SCIENCES EARLY COLLEGE,STATESVILLE,NC,25,25
A0701752,CROSSROADS CHRISTIAN SCHOOL,HENDERSON,NC,11,10
3.70472E+11,CROSSROADS FLEX,CARY,NC,35,32
3.70216E+11,CS BROWN HIGH,WINTON,NC,13,13
3.70001E+11,CUMBERLAND ACADEMY 6-12 VIRTUAL SCHOOL,FAYETTEVILLE,NC,48,42
3.70001E+11,CUMBERLAND INTERNATIONAL EARLY COLLEGE,FAYETTEVILLE,NC,55,53
3.70001E+11,CUMBERLAND POLYTECHNIC,FAYETTEVILLE,NC,40,40
3.70108E+11,CURRITUCK COUNTY HIGH,BARCO,NC,111,109
3.70462E+11,CUTHBERTSON HIGH,WAXHAW,NC,361,352
3.70001E+11,D H CONLEY HIGH,GREENVILLE,NC,272,264
3.70399E+11,DALTON MCMICHAEL HIGH,MAYODAN,NC,103,93
3.70114E+11,DAVIDSON COUNTY HIGH SCHOOL,LEXINGTON,NC,25,22
A0108105,DAVIDSON DAY SCHOOL,DAVIDSON,NC,24,24
3.70114E+11,DAVIDSON EARLY COLLEGE,LEXINGTON,NC,25,25
3.70453E+11,DAVIDSON RIVER SCHOOL,BREVARD,NC,10,9
3.70117E+11,DAVIE COUNTY EARLY COLLEGE HIGH,MOCKSVILLE,NC,26,23
3.70117E+11,DAVIE COUNTY HIGH,MOCKSVILLE,NC,267,257
3.70336E+11,DISCOVERY HIGH SCHOOL,NEWTON,NC,50,48
3.70345E+11,DIXON HIGH,HOLLY RIDGE,NC,101,97
3.70001E+11,DOUGLAS BYRD HIGH,FAYETTEVILLE,NC,91,78
3.7012E+11,DUPLIN EARLY COLLEGE HIGH,KENANSVILLE,NC,35,30
A9503123,DURHAM ACADEMY,DURHAM,NC,60,58
3.70126E+11,DURHAM SCHOOL OF THE ARTS,DURHAM,NC,190,182
3.70126E+11,DURHAM'S PERFORMANCE LEARNING CENTER,DURHAM,NC,17,13
3.70001E+11,E E SMITH HIGH,FAYETTEVILLE,NC,111,105
3.70045E+11,EARLY COLLEGE,ASHEVILLE,NC,29,25
3.70192E+11,EARLY COLLEGE AT GUILFORD,GREENSBORO,NC,40,40
3.70331E+11,EARLY COLLEGE EAST HIGH,HAVELOCK,NC,16,16
3.7015E+11,EARLY COLLEGE OF FORSYTH CO,WINSTON-SALEM,NC,41,40
3.70039E+11,EAST BLADEN HIGH,ELIZABETHTOWN,NC,67,65
3.70048E+11,EAST BURKE HIGH,CONNELLY SPRINGS,NC,101,97
3.70063E+11,EAST CARTERET HIGH,BEAUFORT,NC,69,68
3.70072E+11,EAST CHAPEL HILL HIGH,CHAPEL HILL,NC,263,247
3.70096E+11,EAST COLUMBUS JUNIOR-SENIOR HIGH,LAKE WACCAMAW,NC,70,68
3.70114E+11,EAST DAVIDSON HIGH,THOMASVILLE,NC,101,96
3.7012E+11,EAST DUPLIN HIGH,BEULAVILLE,NC,107,101
3.7015E+11,EAST FORSYTH HIGH,KERNERSVILLE,NC,250,237
3.70162E+11,EAST GASTON HIGH,MT HOLLY,NC,116,109
3.7021E+11,EAST HENDERSON HIGH,EAST FLAT ROCK,NC,101,95
3.70268E+11,EAST LINCOLN HIGH,DENVER,NC,152,145
3.70297E+11,EAST MECKLENBURG HIGH,CHARLOTTE,NC,234,217
3.70306E+11,EAST MONTGOMERY HIGH,BISCOE,NC,6,5
3.70405E+11,EAST ROWAN HIGH,SALISBURY,NC,123,116
3.70408E+11,EAST RUTHERFORD HIGH SCHOOL,FOREST CITY,NC,89,86
3.70441E+11,EAST SURRY HIGH,PILOT MOUNTAIN,NC,86,81
3.70007E+11,EAST WAKE ACADEMY,ZEBULON,NC,72,69
3704720F0010,EAST WAKE HIGH SCHOOL,WENDELL,NC,196,181
3.70495E+11,EAST WILKES HIGH SCHOOL,RONDA,NC,55,53
3.70003E+11,EASTERN ALAMANCE HIGH,MEBANE,NC,144,139
3.70192E+11,EASTERN GUILFORD HIGH,GIBSONVILLE,NC,154,138
3.70378E+11,EASTERN RANDOLPH HIGH,RAMSEUR,NC,99,90
3.70488E+11,EASTERN WAYNE HIGH,GOLDSBORO,NC,117,110
3.70132E+11,EDGECOMBE EARLY COLLEGE HIGH,TARBORO,NC,33,32
3.70354E+11,ELIZABETH CITY PASQUOTANK EARLY COLLEGE,ELIZABETH CITY,NC,10,10
3.70138E+11,ELKIN HIGH,ELKIN,NC,57,56
2162376,EMERSON WALDORF SCHOOL,CHAPEL HILL,NC,10,10
3.70333E+11,EMSLEY A LANEY HIGH,WILMINGTON,NC,319,303
3.70045E+11,ENKA HIGH,CANDLER,NC,134,127
3.70472E+11,ENLOE HIGH,RALEIGH,NC,381,375
3.70004E+11,ENO RIVER ACADEMY,HILLSBOROUGH,NC,64,63
3.70045E+11,ERWIN HIGH,ASHEVILLE,NC,131,120
3.70333E+11,EUGENE ASHLEY HIGH,WILMINGTON,NC,252,246
3.70393E+11,FAIRMONT HIGH,FAIRMONT,NC,103,95
1011758,FAITH CHRISTIAN ACADEMY,GOLDSBORO,NC,6,6
A0302384,FAITH CHRISTIAN SCHOOL,ROCKY MOUNT,NC,35,34
1011769,FAITH CHRISTIAN SCHOOL,RAMSEUR,NC,8,8
A1302174,FALCON CHRISTIAN ACADEMY,FALCON,NC,11,8
3.70034E+11,FALLS LAKE ACADEMY,CREEDMOOR,NC,63,62
3.70001E+11,FARMVILLE CENTRAL HIGH,FARMVILLE,NC,130,121
A9103987,FAYETTEVILLE CHRISTIAN SCHOOL,FAYETTEVILLE,NC,40,39
A9702556,FELLOWSHIP BAPTIST ACADEMY,DURHAM,NC,,
A0108233,FELLOWSHIP CHRISTIAN ACADEMY,JACKSONVILLE,NC,,
3.70502E+11,FIKE HIGH,WILSON,NC,139,130
3.70111E+11,FIRST FLIGHT HIGH SCHOOL,KILL DEVIL HILLS,NC,160,151
1013744,FLETCHER ACADEMY,FLETCHER,NC,24,24
3.70294E+11,FOOTHILLS COMMUNITY SCHOOL,MARION,NC,11,10
3.70504E+11,FORBUSH HIGH,EAST BEND,NC,121,118
3.70462E+11,FOREST HILLS HIGH,MARSHVILLE,NC,126,120
