School Code,Name,City,State,Submitted,Completed,Cycle,As of Date
120087007088,GARY ADULT CENTER,TAMPA,FL, 6,<5,2023/2024,12/31/23
120108003955,GATEWAY CHARTER HIGH SCHOOL,FORT MYERS,FL, 90, 84,2023/2024,12/31/23
A0501087,GATEWAY CHRISTIAN ACADEMY,TAMPA,FL, 6, 6,2023/2024,12/31/23
120147002476,GATEWAY HIGH SCHOOL,KISSIMMEE,FL, 268, 244,2023/2024,12/31/23
120108008840,GATEWAY HIGH SCHOOL,LEHIGH ACRES,FL, 68, 65,2023/2024,12/31/23
120159001781,GAUSE ACADEMY OF LEADERSHIP,BARTOW,FL,<5,<5,2023/2024,12/31/23
120051000836,GEORGE STONE TECHNICAL COLLEGE,PENSACOLA,FL, 7, 7,2023/2024,12/31/23
120159001985,GEORGE W. JENKINS SENIOR HIGH,LAKELAND,FL, 293, 271,2023/2024,12/31/23
120156001624,GIBBS HIGH SCHOOL,ST PETERSBURG,FL, 142, 130,2023/2024,12/31/23
120150001541,GLADES CENTRAL HIGH SCHOOL,BELLE GLADE,FL, 120, 103,2023/2024,12/31/23
00265453,GLADES DAY SCHOOL,BELLE GLADE,FL, 9, 9,2023/2024,12/31/23
120048008773,GLOBAL OUTREACH CHARTER ACADEMY HIGH SCHOOL,JACKSONVILLE,FL, 30, 26,2023/2024,12/31/23
120033003959,GOLDEN GATE HIGH SCHOOL,NAPLES,FL, 238, 215,2023/2024,12/31/23
BB040567,GOLIATH ACADEMY,GREEN ACRES,FL, 23, 22,2023/2024,12/31/23
A9101828,GRACE CHRISTIAN SCHOOL,VALRICO,FL, 10, 9,2023/2024,12/31/23
12FN00638,GRACE CHRISTIAN SCHOOL,ARCADIA,FL, 14, 13,2023/2024,12/31/23
02020466,GRACE CHRISTIAN SCHOOL OF PASCO,HUDSON,FL, 15, 15,2023/2024,12/31/23
12FN00645,GRACE EDUCATION ACADEMY,SPRING HILL,FL, 5, 5,2023/2024,12/31/23
120096001078,GRACEVILLE SCHOOL,GRACEVILLE,FL, 11, 10,2023/2024,12/31/23
A0101985,GRANDVIEW PREPARATORY SCHOOL,BOCA RATON,FL, 11, 10,2023/2024,12/31/23
00266887,GREATER MIAMI ADVENTIST ACADEMY,MIAMI,FL, 38, 38,2023/2024,12/31/23
120039007980,GREEN SPRINGS HIGH SCHOOL,MIAMI,FL, 84, 79,2023/2024,12/31/23
A9101832,GREENACRES CHRISTIAN ACADEMY,GREEN ACRES,FL, 9, 7,2023/2024,12/31/23
A9101833,GREENWOOD SCHOOL,JACKSONVILLE,FL, 20, 20,2023/2024,12/31/23
120150004131,G-STAR SCHOOL OF THE ARTS,WEST PALM BEACH,FL, 112, 111,2023/2024,12/31/23
120165001821,GULF BREEZE HIGH SCHOOL,GULF BREEZE,FL, 348, 328,2023/2024,12/31/23
120033003336,GULF COAST HIGH SCHOOL,NAPLES,FL, 408, 378,2023/2024,12/31/23
120153001578,GULF HIGH SCHOOL,NEW PORT RICHEY,FL, 152, 138,2023/2024,12/31/23
A0300902,GULLIVER PREPARATORY SCHOOL,PINECREST,FL, 93, 91,2023/2024,12/31/23
BB040559,GULLIVER PREPARATORY SCHOOL-MILLER DRIVE CAMPUS,MIAMI,FL, 14, 14,2023/2024,12/31/23
12FN00029,HADAR HIGH SCHOOL FOR GIRLS,BOCA RATON,FL, 9, 9,2023/2024,12/31/23
120171005736,HAGERTY HIGH SCHOOL,OVIEDO,FL, 425, 412,2023/2024,12/31/23
120159001795,HAINES CITY SENIOR HIGH SCHOOL,HAINES CITY,FL, 300, 278,2023/2024,12/31/23
A9901166,HALIFAX ACADEMY,DAYTONA BEACH,FL, 7, 7,2023/2024,12/31/23
120018000171,HALLANDALE HIGH SCHOOL,HALLANDALE BEACH,FL, 144, 121,2023/2024,12/31/23
120072000872,HAMILTON COUNTY HIGH SCHOOL,JASPER,FL, 46, 41,2023/2024,12/31/23
A0700537,HAMPDEN DUBOSE ACADEMY,ZELLWOOD,FL, 14, 14,2023/2024,12/31/23
120075000877,HARDEE SENIOR HIGH SCHOOL,WAUCHULA,FL, 167, 152,2023/2024,12/31/23
120147004013,HARMONY HIGH SCHOOL,HARMONY,FL, 482, 461,2023/2024,12/31/23
1201590F0011,HARRISON SCHOOL FOR THE ARTS,LAKELAND,FL, 35, 35,2023/2024,12/31/23
A0102027,HARVEST COMMUNITY SCHOOL,JACKSONVILLE,FL, 20, 19,2023/2024,12/31/23
120003000016,HAWTHORNE MIDDLE/HIGH SCHOOL,HAWTHORNE,FL, 39, 37,2023/2024,12/31/23
120018005464,HENRY D PERRY EDUCATION CENTER,MIRAMAR,FL, 112, 97,2023/2024,12/31/23
01928059,HERITAGE CHRISTIAN SCHOOL,KISSIMMEE,FL, 24, 24,2023/2024,12/31/23
120015007530,HERITAGE HIGH SCHOOL,PALM BAY,FL, 299, 272,2023/2024,12/31/23
02019111,HERNANDO CHRISTIAN ACADEMY,BROOKSVILLE,FL, 9, 9,2023/2024,12/31/23
120081007842,HERNANDO ESCHOOL VIRTUAL FRANCHISE,BROOKSVILLE,FL, 19, 17,2023/2024,12/31/23
120081000890,HERNANDO HIGH SCHOOL,BROOKSVILLE,FL, 144, 136,2023/2024,12/31/23
120039006229,HIALEAH GARDENS SENIOR HIGH SCHOOL,HIALEAH GARDENS,FL, 523, 502,2023/2024,12/31/23
120039000591,HIALEAH SENIOR HIGH SCHOOL,HIALEAH,FL, 309, 297,2023/2024,12/31/23
120039000592,HIALEAH-MIAMI LAKES SENIOR HIGH,HIALEAH,FL, 187, 181,2023/2024,12/31/23
A1700954,HIFZ ACADEMY,TAMPA,FL,<5,<5,2023/2024,12/31/23
00262736,HIGHLANDS CHRISTIAN ACADEMY,POMPANO BEACH,FL, 8, 7,2023/2024,12/31/23
120084007859,HIGHLANDS VIRTUAL FRANCHISE,SEBRING,FL, 10, 10,2023/2024,12/31/23
12FN00183,HILLCREST ACADEMY,GULF BREEZE,FL, 5, 5,2023/2024,12/31/23
120135001315,HILLIARD MIDDLE-SENIOR HIGH,HILLIARD,FL, 47, 41,2023/2024,12/31/23
120087000960,HILLSBOROUGH HIGH SCHOOL,TAMPA,FL, 304, 275,2023/2024,12/31/23
120087008053,HILLSBOROUGH VIRTUAL SCHOOL,TAMPA,FL, 53, 49,2023/2024,12/31/23
12FN00429,HLA PREPARATORY SCHOOL-FLORIDA,ORLANDO,FL, 6, 6,2023/2024,12/31/23
00262791,HOBE SOUND CHRISTIAN ACADEMY,HOBE SOUND,FL, 8, 7,2023/2024,12/31/23
120018000247,HOLLYWOOD HILLS HIGH SCHOOL,HOLLYWOOD,FL, 232, 204,2023/2024,12/31/23
120090001044,HOLMES COUNTY HIGH SCHOOL,BONIFAY,FL, 64, 54,2023/2024,12/31/23
K9301309,HOLY CROSS LUTHERAN ACADEMY,SANFORD,FL, 7, 5,2023/2024,12/31/23
00259381,HOLY TRINITY EPISCOPAL ACADEMY,MELBOURNE,FL, 69, 68,2023/2024,12/31/23
12FN00569,HOMELIFE ACADEMY,TALLAHASSEE,FL, 7, 6,2023/2024,12/31/23
120039000593,HOMESTEAD SENIOR HIGH SCHOOL,HOMESTEAD,FL, 248, 202,2023/2024,12/31/23
A0700546,HOPE ACADEMY,HOMESTEAD,FL, 6, 6,2023/2024,12/31/23
A0501114,HOPE CHRISTIAN ACADEMY,STARKE,FL, 8, 6,2023/2024,12/31/23
A1700944,HOPE PREPARATORY ACADEMY,GROVELAND,FL, 16, 14,2023/2024,12/31/23
AA000753,HOREB CHRISTIAN SCHOOL,HIALEAH,FL, 23, 23,2023/2024,12/31/23
120144008827,HORIZON HIGH SCHOOL,WINTER GARDEN,FL, 284, 268,2023/2024,12/31/23
120048009001,HORIZON INSTITUTE,JACKSONVILLE,FL, 20, 18,2023/2024,12/31/23
120123003610,HORIZONS ACADEMY,BRADENTON,FL, 9, 7,2023/2024,12/31/23
120153001583,HUDSON HIGH SCHOOL,HUDSON,FL, 127, 119,2023/2024,12/31/23
120039007855,I PREPARATORY ACADEMY,MIAMI,FL, 35, 34,2023/2024,12/31/23
A1500929,IBCK EDUCATIONAL CENTER,KISSIMMEE,FL, 14, 12,2023/2024,12/31/23
120108003965,IDA S. BAKER HIGH SCHOOL,CAPE CORAL,FL, 284, 268,2023/2024,12/31/23
120168007469,IMAGINE SCHOOL AT NORTH PORT,NORTH PORT,FL, 36, 33,2023/2024,12/31/23
120039008154,IMATER PREPARATORY ACADEMY HIGH SCHOOL,HIALEAH,FL, 165, 161,2023/2024,12/31/23
A0102707,IMG ACADEMY,BRADENTON,FL, 145, 138,2023/2024,12/31/23
A9501244,IMMACULATA-LA SALLE HIGH SCHOOL,MIAMI,FL, 168, 160,2023/2024,12/31/23
120033000355,IMMOKALEE HIGH SCHOOL,IMMOKALEE,FL, 241, 224,2023/2024,12/31/23
12FN00242,IMPACT CHRISTIAN ACADEMY,JACKSONVILLE,FL, 11, 10,2023/2024,12/31/23
120150002935,INDIAN RIDGE SCHOOL,WEST PALM BEACH,FL,<5,<5,2023/2024,12/31/23
120093003408,INDIAN RIVER CHARTER HIGH SCHOOL,VERO BEACH,FL, 124, 119,2023/2024,12/31/23
120093007737,INDIAN RIVER VIRTUAL INSTRUCTION PROGRAM,VERO BEACH,FL, 6, 6,2023/2024,12/31/23
AA890188,INDIAN ROCKS CHRISTIAN SCHOOLS,LARGO,FL, 41, 39,2023/2024,12/31/23
120150001557,INLET GROVE COMMUNITY HIGH SCHOOL,RIVIERA BEACH,FL, 157, 145,2023/2024,12/31/23
120144008691,INNOVATION MONTESSORI HIGH SCHOOL,OCOEE,FL, 10, 10,2023/2024,12/31/23
12FN00038,INSPIRATION ACADEMY,BRADENTON,FL, 13, 12,2023/2024,12/31/23
12FN00181,INTEGRITY CHRISTIAN ACADEMY,GROVELAND,FL, 10, 9,2023/2024,12/31/23
A1700970,INTEGRITY TABERNACLE CHRISTIAN ACADEMY,KISSIMMEE,FL, 11, 10,2023/2024,12/31/23
120162001802,INTERLACHEN JR-SR HIGH SCHOOL,INTERLACHEN,FL, 70, 65,2023/2024,12/31/23
BB130133,INTERNATIONAL COMMUNITY SCHOOL,WINTER PARK,FL, 14, 13,2023/2024,12/31/23
120018007300,INTERNATIONAL SCHOOL OF BROWARD,HOLLYWOOD,FL, 35, 34,2023/2024,12/31/23
120039003977,INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,MIAMI,FL, 93, 89,2023/2024,12/31/23
120039007811,INTERNATIONAL STUDIES PREPARATORY ACADEMY,CORAL GABLES,FL, 75, 72,2023/2024,12/31/23
120039008379,INTERNATIONAL STUDIES VIRTUAL ACADEMY,MIAMI,FL,<5,<5,2023/2024,12/31/23
A0102067,INVERNESS CHRISTIAN ACADEMY,INVERNESS,FL, 7, 7,2023/2024,12/31/23
120039008792,IPREP  ACADEMY NORTH,MIAMI,FL, 6, 5,2023/2024,12/31/23
120108007353,ISLAND COAST HIGH SCHOOL,CAPE CORAL,FL, 207, 188,2023/2024,12/31/23
120108008392,ISLAND PARK HIGH SCHOOL,FORT MYERS,FL, 20, 17,2023/2024,12/31/23
120039008412,ITECH@THOMAS A EDISON EDUCATIONAL CENTER,MIAMI,FL, 59, 55,2023/2024,12/31/23
120051000812,J. M. TATE SENIOR HIGH SCHOOL,CANTONMENT,FL, 271, 251,2023/2024,12/31/23
120018002117,J. P. TARAVELLA HIGH SCHOOL,CORAL SPRINGS,FL, 405, 379,2023/2024,12/31/23
120039008921,J.C. BERMUDEZ DORAL SENIOR HIGH,DORAL,FL, 10, 9,2023/2024,12/31/23
120009004305,J.R. ARNOLD HIGH SCHOOL,PANAMA CITY BEACH,FL, 226, 198,2023/2024,12/31/23
12FN00353,JAM PREPARATORY ACADEMY,MIAMI,FL, 18, 13,2023/2024,12/31/23
120120008247,JAMES MADISON PREPARATORY HIGH SCHOOL,MADISON,FL, 31, 28,2023/2024,12/31/23
120111001166,JAMES RICKARDS HIGH SCHOOL,TALLAHASSEE,FL, 251, 222,2023/2024,12/31/23
120153004423,JAMES W. MITCHELL HIGH SCHOOL,NEW PORT RICHEY,FL, 315, 306,2023/2024,12/31/23
120165001823,JAY HIGH SCHOOL,JAY,FL, 51, 50,2023/2024,12/31/23
120048000691,JEAN RIBAULT HIGH SCHOOL,JACKSONVILLE,FL, 151, 134,2023/2024,12/31/23
120099001082,JEFFERSON COUNTY MIDDLE A SOMERSET CHARTER SCHOOL,MONTICELLO,FL, 17, 15,2023/2024,12/31/23
120087001011,JEFFERSON HIGH SCHOOL,TAMPA,FL, 204, 191,2023/2024,12/31/23
120129004042,JENSEN BEACH HIGH SCHOOL,JENSEN BEACH,FL, 295, 277,2023/2024,12/31/23
00258606,JESUIT HIGH SCHOOL,TAMPA,FL, 130, 125,2023/2024,12/31/23
120039004077,JOHN A. FERGUSON SENIOR HIGH,MIAMI,FL, 788, 763,2023/2024,12/31/23
02159443,JOHN CARROLL HIGH SCHOOL,FORT PIERCE,FL, 75, 71,2023/2024,12/31/23
120150001548,JOHN I. LEONARD HIGH SCHOOL,GREEN ACRES,FL, 466, 434,2023/2024,12/31/23
A0300953,JOHN PAUL II CATHOLIC HIGH SCHOOL,TALLAHASSEE,FL, 35, 34,2023/2024,12/31/23
120144001459,JONES HIGH,ORLANDO,FL, 286, 243,2023/2024,12/31/23
120039007981,JOSE MARTI MAST 6-12 ACADEMY,HIALEAH,FL, 103, 101,2023/2024,12/31/23
A9705535,JOSHUA CHRISTIAN ACADEMY,JACKSONVILLE,FL, 6, 5,2023/2024,12/31/23
120087008579,JULE F SUMNER HIGH SCHOOL,RIVERVIEW,FL, 439, 406,2023/2024,12/31/23
00262929,JUPITER CHRISTIAN SCHOOL,JUPITER,FL, 43, 42,2023/2024,12/31/23
120150001477,JUPITER HIGH SCHOOL,JUPITER,FL, 487, 466,2023/2024,12/31/23
A0700554,KALEIDOSCOPE SCHOOL OF DISCOVERY,PANAMA CITY,FL,<5,<5,2023/2024,12/31/23
120159001766,KATHLEEN SENIOR HIGH SCHOOL,LAKELAND,FL, 188, 163,2023/2024,12/31/23
A9901458,KATZ YESHIVA HIGH SCHOOL OF S FLA,BOCA RATON,FL, 75, 70,2023/2024,12/31/23
120039008919,KENDALL GREENS HIGH SCHOOL,MIAMI,FL, 97, 92,2023/2024,12/31/23
00262984,KESWICK CHRISTIAN SCHOOL,ST PETERSBURG,FL, 34, 33,2023/2024,12/31/23
120132001294,KEY WEST HIGH SCHOOL,KEY WEST,FL, 204, 189,2023/2024,12/31/23
120039007529,KEYS GATE CHARTER HIGH SCHOOL,HOMESTEAD,FL, 96, 89,2023/2024,12/31/23
120030000328,KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH,KEYSTONE HEIGHTS,FL, 97, 89,2023/2024,12/31/23
BB080488,KEYSTONE NATIONAL HIGH SCHOOL,MIAMI,FL, 9, 8,2023/2024,12/31/23
A0900991,KEYSTONE PREPARATORY HIGH SCHOOL,TAMPA,FL, 5, 5,2023/2024,12/31/23
120087005578,KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH (K-12),RIVERVIEW,FL, 18, 16,2023/2024,12/31/23
120087000965,KING HIGH SCHOOL,TAMPA,FL, 218, 199,2023/2024,12/31/23
BB120511,KLURMAN MESIVTA HIGH SCHOOL,MIAMI BEACH,FL,<5,<5,2023/2024,12/31/23
A0300995,LA PROGRESIVA  SCHOOL,MIAMI,FL, 8, 8,2023/2024,12/31/23
120078000888,LABELLE HIGH SCHOOL,LABELLE,FL, 174, 160,2023/2024,12/31/23
120102001085,LAFAYETTE HIGH SCHOOL,MAYO,FL, 47, 44,2023/2024,12/31/23
120171001888,LAKE BRANTLEY HIGH SCHOOL,ALTAMONTE SPRINGS,FL, 391, 373,2023/2024,12/31/23
120144008801,LAKE BUENA VISTA HIGH SCHOOL,ORLANDO,FL, 186, 165,2023/2024,12/31/23
120159002405,LAKE GIBSON SENIOR HIGH SCHOOL,LAKELAND,FL, 239, 220,2023/2024,12/31/23
00263194,LAKE HIGHLAND PREPARATORY SCHOOL,ORLANDO,FL, 120, 112,2023/2024,12/31/23
120171001895,LAKE HOWELL HIGH SCHOOL,WINTER PARK,FL, 345, 324,2023/2024,12/31/23
120171002261,LAKE MARY HIGH SCHOOL,LAKE MARY,FL, 419, 396,2023/2024,12/31/23
A0300970,LAKE MARY PREPARATORY SCHOOL,LAKE MARY,FL, 26, 26,2023/2024,12/31/23
120105007689,LAKE MINNEOLA HIGH SCHOOL,MINNEOLA,FL, 326, 306,2023/2024,12/31/23
120144007646,LAKE NONA HIGH,ORLANDO,FL, 767, 698,2023/2024,12/31/23
120084000907,LAKE PLACID HIGH SCHOOL,LAKE PLACID,FL, 109, 97,2023/2024,12/31/23
120159003016,LAKE REGION HIGH SCHOOL,EAGLE LAKE,FL, 164, 149,2023/2024,12/31/23
120105007880,LAKE VIRTUAL FRANCHISE,EUSTIS,FL, 17, 17,2023/2024,12/31/23
120105008311,LAKE VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),EUSTIS,FL, 11, 9,2023/2024,12/31/23
120159001790,LAKE WALES SENIOR HIGH SCHOOL,LAKE WALES,FL, 216, 196,2023/2024,12/31/23
120126001280,LAKE WEIR HIGH SCHOOL,OCALA,FL, 128, 113,2023/2024,12/31/23
00261018,LAKE WORTH CHRISTIAN SCHOOL,BOYNTON BEACH,FL, 28, 26,2023/2024,12/31/23
120150001516,LAKE WORTH HIGH SCHOOL,LAKE WORTH,FL, 252, 217,2023/2024,12/31/23
00260524,LAKELAND CHRISTIAN SCHOOL,LAKELAND,FL, 58, 56,2023/2024,12/31/23
120159001703,LAKELAND SENIOR HIGH SCHOOL,LAKELAND,FL, 270, 258,2023/2024,12/31/23
00263285,LAKESIDE CHRISTIAN SCHOOL,CLEARWATER,FL, 10, 9,2023/2024,12/31/23
120156001633,LAKEWOOD HIGH SCHOOL,ST PETERSBURG,FL, 170, 155,2023/2024,12/31/23
120123003425,LAKEWOOD RANCH HIGH SCHOOL,BRADENTON,FL, 390, 374,2023/2024,12/31/23
A9101880,LAND O LAKES CHRISTIAN SCHOOL,LAND O LAKES,FL, 14, 13,2023/2024,12/31/23
120153001586,LAND O' LAKES HIGH SCHOOL,LAND O LAKES,FL, 326, 311,2023/2024,12/31/23
01928343,LANDMARK CHRISTIAN SCHOOL,HAINES CITY,FL, 11, 11,2023/2024,12/31/23
120156001635,LARGO HIGH SCHOOL,LARGO,FL, 301, 280,2023/2024,12/31/23
120018000239,LAUDERHILL 6-12,LAUDERHILL,FL, 14, 12,2023/2024,12/31/23
120138001332,LAUREL HILL SCHOOL,LAUREL HILL,FL, 10, 9,2023/2024,12/31/23
120039007496,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,MIAMI,FL, 87, 71,2023/2024,12/31/23
120111003598,LAWTON CHILES HIGH SCHOOL,TALLAHASSEE,FL, 316, 297,2023/2024,12/31/23
A0700594,LEADERS PREPARATORY SCHOOL,ORLANDO,FL, 11, 10,2023/2024,12/31/23
120156001637,LEALMAN INNOVATION ACADEMY,ST PETERSBURG,FL, 21, 17,2023/2024,12/31/23
120165003505,LEARNING ACADEMY OF SANTA ROSA,MILTON,FL,<5,<5,2023/2024,12/31/23
120027002425,LECANTO HIGH SCHOOL,LECANTO,FL, 203, 191,2023/2024,12/31/23
120108007800,LEE COUNTY VIRTUAL FRANCHISE,FORT MYERS,FL, 18, 17,2023/2024,12/31/23
120108007705,LEE VIRTUAL INSTRUCTION PROGRAM,FORT MYERS,FL, 25, 22,2023/2024,12/31/23
120105001097,LEESBURG HIGH SCHOOL,LEESBURG,FL, 193, 170,2023/2024,12/31/23
120144005634,LEGACY HIGH CHARTER,OCOEE,FL, 22, 21,2023/2024,12/31/23
120108002398,LEHIGH SENIOR HIGH SCHOOL,LEHIGH ACRES,FL, 392, 370,2023/2024,12/31/23
120033000354,LELY HIGH SCHOOL,NAPLES,FL, 190, 178,2023/2024,12/31/23
120024000298,LEMON BAY HIGH SCHOOL,ENGLEWOOD,FL, 194, 184,2023/2024,12/31/23
120087004872,LENNARD HIGH SCHOOL,RUSKIN,FL, 291, 269,2023/2024,12/31/23
120111007793,LEON COUNTY VIRTUAL SCHOOL FRANCHISE,TALLAHASSEE,FL, 14, 12,2023/2024,12/31/23
120111001162,LEON HIGH SCHOOL,TALLAHASSEE,FL, 311, 297,2023/2024,12/31/23
120087000972,LETO HIGH SCHOOL,TAMPA,FL, 309, 297,2023/2024,12/31/23
A0501146,LIBERTY BAPTIST ACADEMY,FORT PIERCE,FL, 8, 7,2023/2024,12/31/23
AA890192,LIBERTY CHRISTIAN PREP SCHOOL,TAVARES,FL, 15, 14,2023/2024,12/31/23
12FN00407,LIBERTY CHRISTIAN PREPARATORY ACADEMY,OCALA,FL, 5, 5,2023/2024,12/31/23
00263332,LIBERTY CHRISTIAN SCHOOL,SANFORD,FL, 5, 5,2023/2024,12/31/23
120117001205,LIBERTY COUNTY HIGH SCHOOL,BRISTOL,FL, 28, 27,2023/2024,12/31/23
120147007417,LIBERTY HIGH SCHOOL,KISSIMMEE,FL, 243, 237,2023/2024,12/31/23
A0509046,LIFE CHRISTIAN ACADEMY,KISSIMMEE,FL, 24, 24,2023/2024,12/31/23
A0901027,LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY,GULF BREEZE,FL, 25, 23,2023/2024,12/31/23
120111001194,LINCOLN HIGH SCHOOL,TALLAHASSEE,FL, 274, 265,2023/2024,12/31/23
A0700578,LINCOLN MARTI,HIALEAH,FL, 10, 7,2023/2024,12/31/23
120177001932,LINCOLN PARK ACADEMY,FORT PIERCE,FL, 146, 139,2023/2024,12/31/23
120039007517,LINCOLN-MARTI CHARTER SCHOOL HIALEAH CAMPUS,HIALEAH,FL, 8, 7,2023/2024,12/31/23
BB120481,LINCOLN-MARTI SCHOOL # 28,MIAMI,FL,<5,<5,2023/2024,12/31/23
BB130142,LINCOLN-MARTI SCHOOL LLC,HIALEAH,FL,<5,<5,2023/2024,12/31/23
A0700575,LINCOLN-MARTI SCHOOLS # 31,HOMESTEAD,FL, 5, 5,2023/2024,12/31/23
A0500955,LIVING STONE ACADEMY,SEFFNER,FL,<5,<5,2023/2024,12/31/23
12FN00631,LIVING WORD ACADEMY,ORLANDO,FL, 7, 6,2023/2024,12/31/23
120048007825,LONE STAR HIGH SCHOOL,JACKSONVILLE,FL, 25, 22,2023/2024,12/31/23
120033004488,LORENZO WALKER TECHNICAL HIGH SCHOOL,NAPLES,FL, 112, 107,2023/2024,12/31/23
02017351,LUBAVITCH EDUCATIONAL CENTER,MIAMI,FL,<5,<5,2023/2024,12/31/23
120171001887,LYMAN HIGH SCHOOL,LONGWOOD,FL, 266, 249,2023/2024,12/31/23
00260954,MACLAY SCHOOL,TALLAHASSEE,FL, 60, 60,2023/2024,12/31/23
120120002212,MADISON COUNTY HIGH SCHOOL,MADISON,FL, 55, 50,2023/2024,12/31/23
120147007764,MAIN STREET HIGH SCHOOL,KISSIMMEE,FL, 30, 27,2023/2024,12/31/23
120192001986,MAINLAND HIGH SCHOOL,DAYTONA BEACH,FL, 202, 185,2023/2024,12/31/23
120096001069,MALONE SCHOOL,MALONE,FL, 21, 21,2023/2024,12/31/23
120123001223,MANATEE HIGH SCHOOL,BRADENTON,FL, 269, 238,2023/2024,12/31/23
120123003429,MANATEE SCHOOL FOR THE ARTS,PALMETTO,FL, 134, 126,2023/2024,12/31/23
120123008027,MANATEE VIRTUAL SCHOOL ( VIRTUAL FRANCHISE),PALMETTO,FL, 5, 5,2023/2024,12/31/23
120048002744,MANDARIN HIGH SCHOOL,JACKSONVILLE,FL, 370, 350,2023/2024,12/31/23
120132001296,MARATHON SCHOOL,MARATHON,FL, 43, 37,2023/2024,12/31/23
120033007999,MARCO ISLAND ACADEMY,MARCO ISLAND,FL, 36, 36,2023/2024,12/31/23
120096001065,MARIANNA HIGH SCHOOL,MARIANNA,FL, 75, 68,2023/2024,12/31/23
120048002162,MARINE SCIENCE EDUCATION CENTER,ATLANTIC BEACH,FL, 9, 7,2023/2024,12/31/23
120108002565,MARINER HIGH SCHOOL,CAPE CORAL,FL, 215, 198,2023/2024,12/31/23
120126010684,MARION COUNTY ACCELERATION ACADEMIES,OCALA,FL, 6, 6,2023/2024,12/31/23
120126005612,MARION TECHNICAL INSTITUTE,OCALA,FL, 5, 5,2023/2024,12/31/23
120126007050,MARION VIRTUAL FRANCHISE,OCALA,FL, 5, 5,2023/2024,12/31/23
120018002721,MARJORY STONEMAN DOUGLAS HIGH SCHOOL,PARKLAND,FL, 656, 609,2023/2024,12/31/23
120129001282,MARTIN COUNTY HIGH SCHOOL,STUART,FL, 398, 385,2023/2024,12/31/23
120033008322,MASON CLASSICAL ACADEMY,NAPLES,FL, 25, 25,2023/2024,12/31/23
120039002809,MAST ACADEMY,KEY BISCAYNE,FL, 210, 203,2023/2024,12/31/23
120039008302,MAST@FIU,NORTH MIAMI,FL, 94, 94,2023/2024,12/31/23
A9901318,MASTER'S ACADEMY OF VERO BEACH,VERO BEACH,FL, 10, 10,2023/2024,12/31/23
A0301003,MATANZAS ACADEMY,ST AUGUSTINE,FL,<5,<5,2023/2024,12/31/23
120054005533,MATANZAS HIGH SCHOOL,PALM COAST,FL, 244, 226,2023/2024,12/31/23
120039008683,MATER ACADEMY BAY HIGH SCHOOL,CUTLER BAY,FL, 10, 10,2023/2024,12/31/23
120039003838,MATER ACADEMY CHARTER HIGH SCHOOL,HIALEAH GARDENS,FL, 311, 297,2023/2024,12/31/23
120039007077,MATER ACADEMY LAKES HIGH SCHOOL,HIALEAH,FL, 235, 230,2023/2024,12/31/23
120039008270,MATER ACADEMY VIRTUAL CHARTER SCHOOL,MIAMI,FL, 24, 24,2023/2024,12/31/23
120147008767,MATER BRIGHTON LAKES ACADEMY PREPARATORY HIGH,KISSIMMEE,FL, 32, 31,2023/2024,12/31/23
120039005494,MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY,HIALEAH GARDENS,FL, 63, 60,2023/2024,12/31/23
120144001404,MAYNARD EVANS HIGH,ORLANDO,FL, 362, 321,2023/2024,12/31/23
120018000160,MCARTHUR HIGH SCHOOL,HOLLYWOOD,FL, 352, 322,2023/2024,12/31/23
120018002488,MCFATTER TECHNICAL COLLEGE,DAVIE,FL, 129, 120,2023/2024,12/31/23
120159001785,MCKEEL ACADEMY OF TECHNOLOGY,LAKELAND,FL, 186, 178,2023/2024,12/31/23
A9701131,MEADOWBROOK ACADEMY,OCALA,FL, 14, 14,2023/2024,12/31/23
120039007923,MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOME,HOMESTEAD,FL, 168, 162,2023/2024,12/31/23
120015000103,MELBOURNE SENIOR HIGH SCHOOL,MELBOURNE,FL, 360, 343,2023/2024,12/31/23
A9101914,MELODY CHRISTIAN ACADEMY,LIVE OAK,FL,<5,<5,2023/2024,12/31/23
01639974,MERRITT ISLAND CHRISTIAN SCHOOL,MERRITT ISLAND,FL, 23, 23,2023/2024,12/31/23
120015000118,MERRITT ISLAND HIGH SCHOOL,MERRITT ISLAND,FL, 220, 206,2023/2024,12/31/23
12FN00087,MESIVTA OF CORAL SPRINGS,CORAL SPRINGS,FL, 7, 6,2023/2024,12/31/23
120039007599,MIAMI ARTS CHARTER,MIAMI,FL, 97, 90,2023/2024,12/31/23
120039007631,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER,MIAMI,FL, 203, 199,2023/2024,12/31/23
120039000594,MIAMI BEACH SENIOR HIGH SCHOOL,MIAMI BEACH,FL, 377, 359,2023/2024,12/31/23
120039000595,MIAMI CAROL CITY SENIOR HIGH,MIAMI GARDENS,FL, 131, 120,2023/2024,12/31/23
