,schoolyear,County,DistrictName,SchoolName,Percent
3167,2023-24,Grays Harbor,North Beach School District No. 64,PACIFIC BEACH ELEMENTARY SCHOOL,0.33333
3168,2023-24,Grays Harbor,North Beach School District No. 64,OCEAN SHORES ELEMENTARY,0.44444
3169,2023-24,,McCleary School District,MCCLEARY ELEM,0.52273
3170,2023-24,Grays Harbor,Montesano School District,BEACON AVENUE ELEMENTARY SCHOOL,0.43262
3171,2023-24,Grays Harbor,Elma School District,ELMA ELEMENTARY SCHOOL,0.41905
3172,2023-24,,Lake Quinault School District,LAKE QUINAULT SCHOOL,
3173,2023-24,,Cosmopolis School District,COSMOPOLIS ELEMENTARY SCHOOL,0.47500
3174,2023-24,,Satsop School District,SATSOP ELEMENTARY,0.40000
3175,2023-24,,Wishkah Valley School District,WISHKAH VALLEY ELEMENTARY/HIGH SCHOOL,0.45000
3176,2023-24,Grays Harbor,Ocosta School District,OCOSTA ELEMENTARY SCHOOL,0.51515
3177,2023-24,Grays Harbor,Oakville School District,OAKVILLE ELEMENTARY,0.50000
3178,2023-24,Island,Oak Harbor School District,OAK HARBOR ELEMENTARY,0.49333
3179,2023-24,Island,Oak Harbor School District,CRESCENT HARBOR ELEM,0.48936
3180,2023-24,Island,Oak Harbor School District,BROAD VIEW ELEMENTARY,0.61194
3181,2023-24,Island,Oak Harbor School District,OLYMPIC VIEW ELEM,0.51087
3182,2023-24,Island,Oak Harbor School District,HILLCREST ELEMENTARY,0.44792
3183,2023-24,Island,Coupeville School District,COUPEVILLE ELEMENTARY SCHOOL,0.65517
3184,2023-24,Island,South Whidbey School District,SOUTH WHIDBEY ELEMENTARY,0.57143
3185,2023-24,,Chimacum School District,CHIMACUM CREEK PRIMARY SCHOOL,0.13095
3186,2023-24,Jefferson,Port Townsend School District,OCEAN,
3187,2023-24,Jefferson,Port Townsend School District,SALISH COAST ELEMENTARY,0.32955
3188,2023-24,King,Seattle School District No. 1,TOPS K-8 SCHOOL,0.62500
3189,2023-24,King,Seattle School District No. 1,PATHFINDER K-8 SCHOOL,0.76596
3190,2023-24,King,Seattle School District No. 1,CASCADE PARENT PARTNERSHIP PROGRAM,0.91667
3191,2023-24,King,Seattle School District No. 1,SALMON BAY K-8 SCHOOL,0.75556
3192,2023-24,King,Seattle School District No. 1,GREEN LAKE ELEMENTARY SCHOOL,0.72340
3193,2023-24,King,Seattle School District No. 1,JOHN HAY ELEMENTARY SCHOOL,0.78846
3194,2023-24,King,Seattle School District No. 1,MADRONA K-5 SCHOOL,0.80000
3195,2023-24,King,Seattle School District No. 1,BEACON HILL INTERNATIONAL SCHOOL,0.50877
3196,2023-24,King,Seattle School District No. 1,STEVENS ELEMENTARY SCHOOL,0.64706
3197,2023-24,King,Seattle School District No. 1,JOHN STANFORD INTERNATIONAL SCHOOL,0.92308
3198,2023-24,King,Seattle School District No. 1,MARTIN LUTHER KING JR. ELEMENTARY SCHOOL,0.80952
3199,2023-24,King,Seattle School District No. 1,FRANTZ COE ELEMENTARY SCHOOL,0.88312
3200,2023-24,King,Seattle School District No. 1,WHITTIER ELEMENTARY SCHOOL,0.61818
3201,2023-24,King,Seattle School District No. 1,EMERSON ELEMENTARY SCHOOL,0.71429
3202,2023-24,King,Seattle School District No. 1,RISING STAR ELEMENTARY SCHOOL,0.64865
3203,2023-24,King,Seattle School District No. 1,LESCHI ELEMENTARY SCHOOL,0.52083
3204,2023-24,King,Seattle School District No. 1,GREENWOOD ELEMENTARY SCHOOL,0.89655
3205,2023-24,King,Seattle School District No. 1,ADAMS ELEMENTARY SCHOOL,0.81250
3206,2023-24,King,Seattle School District No. 1,GATEWOOD ELEMENTARY SCHOOL,0.95588
3207,2023-24,King,Seattle School District No. 1,THURGOOD MARSHALL ELEMENTARY,0.77143
3208,2023-24,King,Seattle School District No. 1,WEST WOODLAND ELEMENTARY SCHOOL,0.84483
3209,2023-24,King,Seattle School District No. 1,JOHN MUIR ELEMENTARY SCHOOL,0.62903
3210,2023-24,King,Seattle School District No. 1,ALKI ELEMENTARY SCHOOL,0.68085
3211,2023-24,King,Seattle School District No. 1,LAWTON ELEMENTARY SCHOOL,0.87037
3212,2023-24,King,Seattle School District No. 1,CONCORD INTERNATIONAL SCHOOL,0.62069
3213,2023-24,King,Seattle School District No. 1,MCGILVRA ELEMENTARY SCHOOL,0.97436
3214,2023-24,King,Seattle School District No. 1,BROADVIEW-THOMSON K-8 SCHOOL,0.43902
3215,2023-24,King,Seattle School District No. 1,OLYMPIC VIEW ELEMENTARY SCHOOL,0.72222
3216,2023-24,King,Seattle School District No. 1,HIGHLAND PARK ELEMENTARY SCHOOL,0.45000
3217,2023-24,King,Seattle School District No. 1,BAILEY GATZERT ELEMENTARY SCHOOL,0.69565
3218,2023-24,King,Seattle School District No. 1,DUNLAP ELEMENTARY SCHOOL,0.63333
3219,2023-24,King,Seattle School District No. 1,MONTLAKE ELEMENTARY SCHOOL,0.80000
3220,2023-24,King,Seattle School District No. 1,MAPLE ELEMENTARY SCHOOL,0.65574
3221,2023-24,King,Seattle School District No. 1,BRYANT ELEMENTARY SCHOOL,0.98795
3222,2023-24,King,Seattle School District No. 1,LAURELHURST ELEMENTARY SCHOOL,0.82000
3223,2023-24,King,Seattle School District No. 1,DANIEL BAGLEY ELEMENTARY SCHOOL,0.73913
3224,2023-24,King,Seattle School District No. 1,LOYAL HEIGHTS ELEMENTARY SCHOOL,0.79208
3225,2023-24,King,Seattle School District No. 1,WEST SEATTLE ELEMENTARY SCHOOL,0.54348
3226,2023-24,King,Seattle School District No. 1,VIEW RIDGE ELEMENTARY SCHOOL,0.85106
3227,2023-24,King,Seattle School District No. 1,ARBOR HEIGHTS ELEMENTARY SCHOOL,0.73134
3228,2023-24,King,Seattle School District No. 1,LAFAYETTE ELEMENTARY SCHOOL,0.80952
3229,2023-24,King,Seattle School District No. 1,CATHARINE BLAINE K-8 SCHOOL,0.72500
3230,2023-24,King,Seattle School District No. 1,JOHN ROGERS ELEMENTARY SCHOOL,0.86667
3231,2023-24,King,Seattle School District No. 1,OLYMPIC HILLS ELEMENTARY SCHOOL,0.60938
3232,2023-24,King,Seattle School District No. 1,VIEWLANDS ELEMENTARY SCHOOL,0.15217
3233,2023-24,King,Seattle School District No. 1,WEDGWOOD ELEMENTARY SCHOOL,0.75000
3234,2023-24,King,Seattle School District No. 1,JAMES BALDWIN ELEMENTARY SCHOOL,0.69565
3235,2023-24,King,Seattle School District No. 1,SACAJAWEA ELEMENTARY SCHOOL,0.71429
3236,2023-24,King,Seattle School District No. 1,ROXHILL ELEMENTARY SCHOOL,0.87097
3237,2023-24,King,Seattle School District No. 1,NORTH BEACH ELEMENTARY SCHOOL,0.92453
3238,2023-24,King,Seattle School District No. 1,GRAHAM HILL ELEMENTARY SCHOOL,0.86842
3239,2023-24,King,Seattle School District No. 1,RAINIER VIEW ELEMENTARY SCHOOL,0.26667
3240,2023-24,King,Seattle School District No. 1,GENESEE HILL ELEMENTARY,0.49296
3241,2023-24,King,Seattle School District No. 1,KIMBALL ELEMENTARY SCHOOL,0.58065
3242,2023-24,King,Seattle School District No. 1,FAIRMOUNT PARK ELEMENTARY SCHOOL,0.75510
3243,2023-24,King,Seattle School District No. 1,WING LUKE ELEMENTARY SCHOOL,0.55319
3244,2023-24,King,Seattle School District No. 1,SANISLO ELEMENTARY SCHOOL,0.61111
3245,2023-24,King,Seattle School District No. 1,LOWELL ELEMENTARY SCHOOL,0.66667
3246,2023-24,King,Seattle School District No. 1,B F DAY ELEMENTARY SCHOOL,0.84337
3247,2023-24,King,Seattle School District No. 1,DEARBORN PARK INTERNATIONAL SCHOOL,0.61224
3248,2023-24,King,Seattle School District No. 1,LICTON SPRINGS K-8,0.54545
3249,2023-24,King,Seattle School District No. 1,THORNTON CREEK ELEMENTARY SCHOOL,0.90141
3250,2023-24,King,Seattle School District No. 1,ORCA K-8 SCHOOL,0.83871
3251,2023-24,King,Seattle School District No. 1,SOUTH SHORE PK-8 SCHOOL,0.70909
3252,2023-24,King,Seattle School District No. 1,HAWTHORNE ELEMENTARY SCHOOL,0.72727
3253,2023-24,King,Federal Way School District,INTERNET ACADEMY,
3254,2023-24,King,Federal Way School District,LAKELAND ELEMENTARY SCHOOL,0.33871
3255,2023-24,King,Federal Way School District,MIRROR LAKE ELEMENTARY SCHOOL,0.45588
3256,2023-24,King,Federal Way School District,STAR LAKE ELEMENTARY SCHOOL,0.20313
3257,2023-24,King,Federal Way School District,WOODMONT K-8 SCHOOL,0.82857
3258,2023-24,King,Federal Way School District,PANTHER LAKE ELEMENTARY SCHOOL,0.47727
3259,2023-24,King,Federal Way School District,OLYMPIC VIEW ELEMENTARY SCHOOL,0.34211
3260,2023-24,King,Federal Way School District,ADELAIDE ELEMENTARY SCHOOL,0.18750
3261,2023-24,King,Federal Way School District,CAMELOT ELEMENTARY SCHOOL,0.33333
3262,2023-24,King,Federal Way School District,SUNNYCREST ELEMENTARY SCHOOL,0.74713
3263,2023-24,King,Federal Way School District,LAKE GROVE ELEMENTARY SCHOOL,0.28571
3264,2023-24,King,Federal Way School District,VALHALLA ELEMENTARY SCHOOL,0.26733
3265,2023-24,King,Federal Way School District,WILDWOOD ELEMENTARY SCHOOL,0.51724
3266,2023-24,King,Federal Way School District,NAUTILUS K-8 SCHOOL,0.39706
3267,2023-24,King,Federal Way School District,MARK TWAIN ELEMENTARY SCHOOL,0.20536
3268,2023-24,King,Federal Way School District,TWIN LAKES ELEMENTARY SCHOOL,0.68889
3269,2023-24,King,Federal Way School District,BRIGADOON ELEMENTARY SCHOOL,0.21818
3270,2023-24,King,Federal Way School District,LAKE DOLLOFF ELEMENTARY SCHOOL,0.52688
3271,2023-24,King,Federal Way School District,SILVER LAKE ELEMENTARY SCHOOL,0.42647
3272,2023-24,King,Federal Way School District,SHERWOOD FOREST ELEMENTARY SCHOOL,0.66667
3273,2023-24,King,Federal Way School District,RAINIER VIEW ELEMENTARY SCHOOL,0.48889
3274,2023-24,King,Federal Way School District,GREEN GABLES ELEMENTARY SCHOOL,0.38636
3275,2023-24,King,Federal Way School District,ENTERPRISE ELEMENTARY SCHOOL,0.83099
3276,2023-24,King,Federal Way School District,MEREDITH HILL ELEMENTARY SCHOOL,0.86957
3277,2023-24,King,Enumclaw School District,BYRON KIBLER ELEMENTARY SCHOOL,0.33846
3278,2023-24,King,Enumclaw School District,BLACK DIAMOND ELEMENTARY,0.70833
3279,2023-24,King,Enumclaw School District,WESTWOOD ELEMENTARY SCHOOL,0.55738
3280,2023-24,King,Enumclaw School District,SOUTHWOOD ELEMENTARY SCHOOL,0.69048
3281,2023-24,King,Enumclaw School District,SUNRISE ELEMENTARY,0.58621
3282,2023-24,King,Mercer Island School District,LAKERIDGE ELEMENTARY SCHOOL,0.94595
3283,2023-24,King,Mercer Island School District,ISLAND PARK ELEMENTARY,1.00000
3284,2023-24,King,Mercer Island School District,WEST MERCER ELEMENTARY,0.75862
3285,2023-24,King,Highline School District,MOUNT VIEW ELEMENTARY,0.81250
3286,2023-24,King,Highline School District,DES MOINES ELEMENTARY,0.83333
3287,2023-24,King,Highline School District,WHITE CENTER HEIGHTS ELEMENTARY,0.56410
3288,2023-24,King,Highline School District,HAZEL VALLEY ELEMENTARY,0.44156
3289,2023-24,King,Highline School District,MCMICKEN HEIGHTS ELEMENTARY,0.45455
3290,2023-24,King,Highline School District,BEVERLY PARK ELEM AT GLENDALE,0.48889
3291,2023-24,King,Highline School District,SHOREWOOD ELEMENTARY,0.63462
3292,2023-24,King,Highline School District,GREGORY HEIGHTS ELEMENTARY,0.71429
3293,2023-24,King,Highline School District,CEDARHURST ELEMENTARY,0.71186
3294,2023-24,King,Highline School District,BOW LAKE ELEMENTARY,0.61333
3295,2023-24,King,Highline School District,NORTH HILL ELEMENTARY,0.76667
3296,2023-24,King,Highline School District,MIDWAY ELEMENTARY,0.66265
3297,2023-24,King,Highline School District,MARVISTA ELEMENTARY,0.66667
3298,2023-24,King,Highline School District,HILLTOP ELEMENTARY,0.66667
3299,2023-24,King,Highline School District,MADRONA ELEMENTARY,0.32692
3300,2023-24,King,Highline School District,PARKSIDE ELEMENTARY,0.50685
3301,2023-24,King,Highline School District,SEAHURST ELEMENTARY SCHOOL,0.50000
3302,2023-24,King,Vashon Island School District,CHAUTAUQUA ELEMENTARY,0.84615
3303,2023-24,King,Renton School District,BRYN MAWR ELEMENTARY SCHOOL,0.46875
3304,2023-24,King,Renton School District,KENNYDALE ELEMENTARY SCHOOL,0.61017
3305,2023-24,King,Renton School District,HIGHLANDS ELEMENTARY SCHOOL,0.23333
3306,2023-24,King,Renton School District,LAKERIDGE ELEMENTARY SCHOOL,0.44444
3307,2023-24,King,Renton School District,CAMPBELL HILL ELEMENTARY SCHOOL,0.64407
3308,2023-24,King,Renton School District,CASCADE ELEMENTARY SCHOOL,0.41176
3309,2023-24,King,Renton School District,HAZELWOOD ELEMENTARY SCHOOL,0.68657
3310,2023-24,King,Renton School District,RENTON PARK ELEMENTARY SCHOOL,0.42105
3311,2023-24,King,Renton School District,MAPLEWOOD HEIGHTS ELEMENTARY SCHOOL,0.88732
3312,2023-24,King,Renton School District,BENSON HILL ELEMENTARY SCHOOL,0.58571
3313,2023-24,King,Renton School District,SIERRA HEIGHTS ELEMENTARY SCHOOL,0.56604
3314,2023-24,King,Renton School District,TIFFANY PARK ELEMENTARY SCHOOL,0.42308
3315,2023-24,King,Renton School District,TALBOT HILL ELEMENTARY SCHOOL,0.66667
3316,2023-24,King,Bellevue School District,ENATAI ELEMENTARY SCHOOL,0.84615
3317,2023-24,King,Bellevue School District,CLYDE HILL ELEMENTARY,0.70238
3318,2023-24,King,Bellevue School District,STEVENSON ELEMENTARY,0.63441
3319,2023-24,King,Bellevue School District,WOODRIDGE ELEMENTARY,0.67347
3320,2023-24,King,Bellevue School District,PHANTOM LAKE ELEMENTARY,0.64815
3321,2023-24,King,Bellevue School District,PUESTA DEL SOL ELEMENTARY SCHOOL,0.90000
3322,2023-24,King,Bellevue School District,LAKE HILLS ELEMENTARY,0.28302
3323,2023-24,King,Bellevue School District,SHERWOOD FOREST ELEMENTARY,0.57627
3324,2023-24,King,Bellevue School District,MEDINA ELEMENTARY SCHOOL,0.71930
3325,2023-24,King,Bellevue School District,NEWPORT HEIGHTS ELEMENTARY,0.60000
3326,2023-24,King,Bellevue School District,ARDMORE ELEMENTARY SCHOOL,0.82813
3327,2023-24,King,Bellevue School District,SPIRITRIDGE ELEMENTARY SCHOOL,0.71429
3328,2023-24,King,Bellevue School District,BENNETT ELEMENTARY SCHOOL,0.76744
3329,2023-24,King,Bellevue School District,CHERRY CREST ELEMENTARY SCHOOL,0.96875
3330,2023-24,King,Bellevue School District,SOMERSET ELEMENTARY SCHOOL,0.89063
3331,2023-24,King,Tukwila School District,CASCADE VIEW ELEMENTARY,0.50000
3332,2023-24,King,Tukwila School District,TUKWILA ELEMENTARY,0.69091
3333,2023-24,King,Tukwila School District,THORNDYKE ELEMENTARY,0.25000
3334,2023-24,King,Riverview School District,PARADE,
3335,2023-24,King,Riverview School District,CARNATION ELEMENTARY SCHOOL,0.67857
3336,2023-24,King,Riverview School District,CHERRY VALLEY ELEMENTARY SCHOOL,0.90411
3337,2023-24,King,Riverview School District,STILLWATER ELEMENTARY,0.56627
3338,2023-24,King,Auburn School District,WASHINGTON ELEMENTARY SCHOOL,0.37500
3339,2023-24,King,Auburn School District,TERMINAL PARK ELEMENTARY SCHOOL,0.41304
3340,2023-24,King,Auburn School District,DICK SCOBEE ELEMENTARY SCHOOL,0.40404
3341,2023-24,King,Auburn School District,PIONEER ELEMENTARY SCHOOL,0.30556
3342,2023-24,King,Auburn School District,CHINOOK ELEMENTARY SCHOOL,0.41000
3343,2023-24,King,Auburn School District,LEA HILL ELEMENTARY SCHOOL,0.25000
3344,2023-24,King,Auburn School District,GILDO REY ELEMENTARY SCHOOL,0.34247
3345,2023-24,King,Auburn School District,EVERGREEN HEIGHTS ELEMENTARY,0.54545
3346,2023-24,King,Auburn School District,ALPAC ELEMENTARY SCHOOL,0.63158
3347,2023-24,King,Auburn School District,LAKE VIEW ELEMENTARY SCHOOL,0.41667
3348,2023-24,King,Auburn School District,HAZELWOOD ELEMENTARY SCHOOL,0.58462
3349,2023-24,King,Auburn School District,ILALKO ELEMENTARY SCHOOL,0.58209
3350,2023-24,King,Tahoma School District,LAKE WILDERNESS ELEMENTARY,0.82292
3351,2023-24,King,Tahoma School District,SHADOW LAKE ELEMENTARY,0.70130
3352,2023-24,King,Tahoma School District,ROCK CREEK ELEMENTARY,0.72727
3353,2023-24,King,Tahoma School District,GLACIER PARK ELEMENTARY,0.74590
3354,2023-24,King,Snoqualmie Valley School District,FALL CITY ELEMENTARY,0.81944
3355,2023-24,King,Snoqualmie Valley School District,NORTH BEND ELEMENTARY SCHOOL,0.74286
3356,2023-24,King,Snoqualmie Valley School District,SNOQUALMIE ELEMENTARY,0.92188
3357,2023-24,King,Snoqualmie Valley School District,EDWIN R OPSTAD ELEMENTARY,0.79798
3358,2023-24,King,Issaquah School District,CLARK ELEMENTARY,0.66667
3359,2023-24,King,Issaquah School District,SUNSET ELEMENTARY,0.73846
3360,2023-24,King,Issaquah School District,SUNNY HILLS ELEMENTARY,0.81522
3361,2023-24,King,Issaquah School District,BRIARWOOD ELEMENTARY,0.87342
3362,2023-24,King,Issaquah School District,MAPLE HILLS ELEMENTARY,0.86957
3363,2023-24,King,Issaquah School District,ISSAQUAH VALLEY ELEMENTARY,0.89247
3364,2023-24,King,Issaquah School District,APOLLO ELEMENTARY,0.74194
3365,2023-24,King,Issaquah School District,CHALLENGER ELEMENTARY,0.93478
3366,2023-24,King,Issaquah School District,COUGAR RIDGE ELEMENTARY,0.46479
3367,2023-24,King,Issaquah School District,DISCOVERY ELEMENTARY,0.75000
3368,2023-24,King,Issaquah School District,ENDEAVOUR ELEMENTARY SCHOOL,0.76271
3369,2023-24,King,Issaquah School District,CASCADE RIDGE ELEMENTARY,0.98305
3370,2023-24,King,Shoreline School District,HOME EDUCATION EXCHANGE,0.77778
3371,2023-24,King,Shoreline School District,LAKE FOREST PARK ELEMENTARY,0.79167
3372,2023-24,King,Shoreline School District,RIDGECREST ELEMENTARY,0.79310
3373,2023-24,King,Shoreline School District,BRIARCREST ELEMENTARY,0.89655
3374,2023-24,King,Shoreline School District,ECHO LAKE ELEMENTARY SCHOOL,0.46875
3375,2023-24,King,Shoreline School District,BROOKSIDE ELEMENTARY,0.67568
3376,2023-24,King,Shoreline School District,HIGHLAND TERRACE ELEMENTARY,0.53968
3377,2023-24,King,Shoreline School District,PARKWOOD ELEMENTARY,0.57143
3378,2023-24,King,Shoreline School District,MELVIN G SYRE ELEMENTARY,0.48276
3379,2023-24,King,Shoreline School District,MERIDIAN PARK ELEMENTARY SCHOOL,0.66102
3380,2023-24,King,Lake Washington School District,DISCOVERY COMMUNITY  SCHOOL,1.00000
3381,2023-24,King,Lake Washington School District,EMERSON K-12,
3382,2023-24,King,Lake Washington School District,REDMOND ELEMENTARY,0.31111
3383,2023-24,King,Lake Washington School District,JUANITA ELEMENTARY,0.74000
3384,2023-24,King,Lake Washington School District,ROSE HILL ELEMENTARY,0.79070
3385,2023-24,King,Lake Washington School District,LAKEVIEW ELEMENTARY,0.64063
3386,2023-24,King,Lake Washington School District,MARK TWAIN ELEMENTARY,0.69512
3387,2023-24,King,Lake Washington School District,HENRY DAVID THOREAU ELEMENTARY,0.83824
3388,2023-24,King,Lake Washington School District,HORACE MANN ELEMENTARY,0.79310
3389,2023-24,King,Lake Washington School District,JOHN J. AUDUBON ELEMENTARY,0.77586
3390,2023-24,King,Lake Washington School District,BENJAMIN FRANKLIN ELEMENTARY,0.79070
3391,2023-24,King,Lake Washington School District,ALEXANDER GRAHAM BELL ELEMENTARY,0.31429
3392,2023-24,King,Lake Washington School District,ROBERT FROST ELEMENTARY,0.52113
3393,2023-24,King,Lake Washington School District,BENJAMIN RUSH ELEMENTARY,0.79808
3394,2023-24,King,Lake Washington School District,HELEN KELLER ELEMENTARY,0.39024
3395,2023-24,King,Lake Washington School District,CARL SANDBURG ELEMENTARY,0.77083
3396,2023-24,King,Lake Washington School District,JOHN MUIR ELEMENTARY,0.71429
3397,2023-24,King,Lake Washington School District,PETER KIRK ELEMENTARY,0.60227
3398,2023-24,King,Lake Washington School District,EMILY DICKINSON ELEMENTARY,0.83929
3399,2023-24,King,Lake Washington School District,MARGARET MEAD ELEMENTARY,0.77083
3400,2023-24,King,Lake Washington School District,NORMAN ROCKWELL ELEMENTARY,0.75362
3401,2023-24,King,Lake Washington School District,LOUISA MAY ALCOTT ELEMENTARY,0.68675
3402,2023-24,King,Lake Washington School District,SAMANTHA SMITH ELEMENTARY,0.77941
3403,2023-24,King,Lake Washington School District,LAURA INGALLS WILDER ELEMENTARY,0.88571
3404,2023-24,King,Lake Washington School District,CHRISTA MCAULIFFE ELEMENTARY,0.76471
3405,2023-24,King,Lake Washington School District,ALBERT EINSTEIN ELEMENTARY,0.75000
3406,2023-24,King,Lake Washington School District,ELIZABETH BLACKWELL ELEMENTARY,0.73770
3407,2023-24,King,Kent School District,MERIDIAN ELEMENTARY SCHOOL,0.78333
3408,2023-24,King,Kent School District,EAST HILL ELEMENTARY SCHOOL,0.41791
3409,2023-24,King,Kent School District,COVINGTON ELEMENTARY SCHOOL,0.58108
3410,2023-24,King,Kent School District,SCENIC HILL ELEMENTARY SCHOOL,0.33735
3411,2023-24,King,Kent School District,PARK ORCHARD ELEMENTARY SCHOOL,0.42647
3412,2023-24,King,Kent School District,LAKE YOUNGS ELEMENTARY SCHOOL,0.66667
3413,2023-24,King,Kent School District,PINE TREE ELEMENTARY SCHOOL,0.72093
3414,2023-24,King,Kent School District,CEDAR VALLEY ELEMENTARY SCHOOL,0.73913
3415,2023-24,King,Kent School District,SPRINGBROOK ELEMENTARY SCHOOL,0.40816
3416,2023-24,King,Kent School District,FAIRWOOD ELEMENTARY SCHOOL,0.90625
3417,2023-24,King,Kent School District,SOOS CREEK ELEMENTARY SCHOOL,0.85000
3418,2023-24,King,Kent School District,GRASS LAKE ELEMENTARY SCHOOL,0.53704
3419,2023-24,King,Kent School District,CRESTWOOD ELEMENTARY SCHOOL,0.73529
3420,2023-24,King,Kent School District,RIDGEWOOD ELEMENTARY SCHOOL,0.87500
3421,2023-24,King,Kent School District,MARTIN SORTUN ELEMENTARY SCHOOL,0.64935
3422,2023-24,King,Kent School District,JENKINS CREEK ELEMENTARY SCHOOL,0.69767
3423,2023-24,King,Kent School District,HORIZON ELEMENTARY SCHOOL,0.30882
3424,2023-24,King,Kent School District,CARRIAGE CREST ELEMENTARY SCHOOL,0.38462
3425,2023-24,King,Kent School District,NEELY O BRIEN ELEMENTARY SCHOOL,0.31579
3426,2023-24,King,Kent School District,GEORGE T. DANIEL ELEMENTARY SCHOOL,0.20408
3427,2023-24,King,Kent School District,SUNRISE ELEMENTARY SCHOOL,0.53846
3428,2023-24,King,Kent School District,MEADOW RIDGE ELEMENTARY SCHOOL,0.35417
3429,2023-24,King,Kent School District,SAWYER WOODS ELEMENTARY SCHOOL,0.70732
3430,2023-24,King,Kent School District,GLENRIDGE ELEMENTARY,0.46341
3431,2023-24,King,Kent School District,KENT ELEMENTARY SCHOOL,0.64000
3432,2023-24,King,Northshore School District,NORTHSHORE SPECIAL SERVICES,
3433,2023-24,King,Northshore School District,KENMORE ELEMENTARY,0.56061
3434,2023-24,King,Northshore School District,CRYSTAL SPRINGS ELEMENTARY,0.82105
3435,2023-24,King,Northshore School District,ARROWHEAD ELEMENTARY,0.77083
3436,2023-24,King,Northshore School District,COTTAGE LAKE ELEMENTARY,0.75556
3437,2023-24,King,Northshore School District,WESTHILL ELEMENTARY,0.78667
3438,2023-24,King,Northshore School District,MAYWOOD HILLS ELEMENTARY,0.83333
3439,2023-24,King,Northshore School District,LOCKWOOD ELEMENTARY,0.83333
3440,2023-24,King,Northshore School District,MOORLANDS ELEMENTARY,0.86957
3441,2023-24,King,Northshore School District,SHELTON VIEW ELEMENTARY,0.86598
3442,2023-24,King,Northshore School District,WOODIN ELEMENTARY,0.63636
3443,2023-24,King,Northshore School District,CANYON CREEK ELEMENTARY,0.71717
3444,2023-24,King,Northshore School District,WELLINGTON ELEMENTARY,0.82609
3445,2023-24,King,Northshore School District,HOLLYWOOD HILL ELEMENTARY,0.72727
3446,2023-24,King,Northshore School District,SUNRISE ELEMENTARY,0.42857
3447,2023-24,King,Northshore School District,FERNWOOD ELEMENTARY,0.92727
3448,2023-24,King,Northshore School District,FRANK LOVE ELEMENTARY,0.90123
3449,2023-24,King,Northshore School District,WOODMOOR ELEMENTARY,0.73171
3450,2023-24,King,Northshore School District,EAST RIDGE ELEMENTARY,0.87500
3451,2023-24,King,Northshore School District,KOKANEE ELEMENTARY,0.70909
3452,2023-24,Kitsap,Bremerton School District,WEST HILLS S.T.E.M. ACADEMY,0.35593
3453,2023-24,Kitsap,Bremerton School District,VIEW RIDGE ELEMENTARY ARTS ACADEMY,0.42188
3454,2023-24,Kitsap,Bremerton School District,CROWNHILL ELEMENTARY SCHOOL,0.72500
3455,2023-24,Kitsap,Bremerton School District,NAVAL AVENUE ELEMENTARY SCHOOL,0.23684
3456,2023-24,Kitsap,Bremerton School District,ARMIN JAHR ELEMENTARY,0.33333
3457,2023-24,Kitsap,Bremerton School District,KITSAP LAKE ELEMENTARY,0.38636
3458,2023-24,Kitsap,Bainbridge Island School District,ODYSSEY MULTIAGE PROGRAM,1.00000
3459,2023-24,Kitsap,Bainbridge Island School District,HALILTS ELEMENTARY SCHOOL,0.48000
3460,2023-24,Kitsap,Bainbridge Island School District,CAPT JOHNSTON BLAKELY ELEM SCH,0.58491
3461,2023-24,Kitsap,Bainbridge Island School District,ORDWAY ELEMENTARY,0.82143
3462,2023-24,Kitsap,North Kitsap School District,POULSBO ELEMENTARY SCHOOL,0.73585
3463,2023-24,Kitsap,North Kitsap School District,DAVID WOLFLE ELEMENTARY,0.42105
3464,2023-24,Kitsap,North Kitsap School District,HILDER PEARSON ELEMENTARY,0.68750
3465,2023-24,Kitsap,North Kitsap School District,SUQUAMISH ELEMENTARY SCHOOL,0.75000
3466,2023-24,Kitsap,North Kitsap School District,VINLAND ELEMENTARY,0.77143
3467,2023-24,Kitsap,North Kitsap School District,RICHARD GORDON ELEMENTARY,0.37931
3468,2023-24,Kitsap,Central Kitsap School District,BROWNSVILLE ELEMENTARY,0.70370
3469,2023-24,Kitsap,Central Kitsap School District,JOHN D. BUD HAWK ELEMENTARY AT JACKSON PARK,0.41573
3470,2023-24,Kitsap,Central Kitsap School District,COTTONWOOD ELEMENTARY SCHOOL,0.59259
3471,2023-24,Kitsap,Central Kitsap School District,ESQUIRE HILLS ELEMENTARY,0.73077
3472,2023-24,Kitsap,Central Kitsap School District,CLEAR CREEK ELEMENTARY SCHOOL,0.50685
3473,2023-24,Kitsap,Central Kitsap School District,SILVERDALE ELEMENTARY,0.19048
3474,2023-24,Kitsap,Central Kitsap School District,WOODLANDS ELEMENTARY,0.30508
3475,2023-24,Kitsap,Central Kitsap School District,COUGAR VALLEY ELEMENTARY,0.47222
3476,2023-24,Kitsap,Central Kitsap School District,SILVER RIDGE ELEMENTARY,0.65789
3477,2023-24,Kitsap,Central Kitsap School District,GREEN MOUNTAIN ELEMENTARY,0.75000
3478,2023-24,Kitsap,Central Kitsap School District,EMERALD HEIGHTS ELEMENTARY,0.74074
3479,2023-24,Kitsap,Central Kitsap School District,PINECREST ELEMENTARY,0.41096
3480,2023-24,Kitsap,South Kitsap School District,EXPLORER ACADEMY,
3481,2023-24,Kitsap,South Kitsap School District,EAST PORT ORCHARD ELEMENTARY,0.53731
